University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,SGPA_CGPA_Gap,Study_Intensity,Total_Learning_Hours,Social_Study_Ratio
2022,Female,20,2020,BCSE,2,No,Yes,3,1,Offline,Yes,Yes,1,Advance,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,3.84,No,3.84,11,50000,0.0,3,5,0.3225806451612903
2020,Female,21,2019,BCSE,8,No,Yes,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,3,Software,Single,No,Family,No,3.4,No,3.29,85,60000,-0.10999999999999988,12,9,0.3278688524590164
2022,Male,19,2020,BCSE,1,No,No,4,2,Offline,Yes,Yes,2,Basic,90,No,No,No,Programming,1,Artificial Intelligence,Relationship,No,Bachelor,No,3.43,No,3.43,14,24000,0.0,8,5,0.48780487804878053
2021,Female,21,2020,BCSE,2,Yes,No,4,2,Offline,Yes,No,2,Intermediate,100,No,No,Yes,Programming,12,Software,Single,Yes,Bachelor,No,3.7,No,3.7,11,30000,0.0,8,16,0.48780487804878053
2020,Male,22,2019,BCSE,6,No,Yes,4,3,Offline,Yes,Yes,4,Advance,85,No,No,Yes,Programming,3,Data Science,Relationship,No,Family,No,3.02,No,3.2,70,20000,0.18000000000000016,12,7,0.9756097560975611
2021,Male,20,2020,BCSE,3,No,Yes,2,1,Offline,Yes,Yes,3,Basic,90,No,No,No,Web development,2,Software,Single,No,Bachelor,No,3.48,No,2.98,23,20000,-0.5,2,4,1.4285714285714286
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,Yes,2,Advance,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.53,No,3.53,13,40000,0.0,6,5,0.6451612903225806
2020,Female,19,2019,BCSE,8,Yes,Yes,4,1,Offline,Yes,Yes,2,Advance,90,No,No,No,Programming,3,Data Science,Single,No,Bachelor,No,3.06,No,3.41,87,30000,0.3500000000000001,4,7,0.48780487804878053
2021,Male,20,2020,BCSE,2,No,No,2,1,Offline,Yes,Yes,3,Basic,100,Yes,No,Yes,Web development,1,Software,Single,No,Bachelor,No,3.9,No,3.9,11,20000,0.0,2,3,1.4285714285714286
2022,Female,20,2018,BCSE,1,No,No,2,2,Offline,Yes,No,4,Intermediate,95,No,No,Yes,Networking,0,Software,Single,No,Bachelor,Yes,0.0,No,0.0,0,50000,0.0,4,2,1.9047619047619047
2019,Female,20,2019,BCSE,9,No,Yes,3,3,Offline,Yes,Yes,1,Intermediate,99,No,No,No,Web development,4,Software,Single,Yes,Family,No,3.19,No,3.37,101,40000,0.18000000000000016,9,7,0.3225806451612903
2022,Female,21,2020,BCSE,2,No,No,4,2,Online,Yes,Yes,2,Basic,95,Yes,No,Yes,Programming,4,Software,Single,Yes,Bachelor,Yes,0.13,No,0.13,11,30000,0.0,8,8,0.48780487804878053
2022,Female,22,2020,BCSE,2,Yes,No,4,1,Offline,Yes,Yes,2,Basic,98,No,No,No,Programming,2,Artificial Intelligence,Engaged,No,Bachelor,Yes,3.05,No,3.05,11,20000,0.0,4,6,0.48780487804878053
2022,Female,21,2020,BCSE,1,No,Yes,3,2,Offline,Yes,Yes,1,Advance,99,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,4.0,No,4.0,11,80000,0.0,6,4,0.3225806451612903
2021,Female,20,2020,BCSE,2,Yes,No,4,1,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Programming,3,Software,Married,Yes,Family,No,3.75,No,3.75,11,60000,0.0,4,7,0.7317073170731708
2021,Male,22,2019,BCSE,2,Yes,No,3,3,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Web development,4,Software,Relationship,No,Bachelor,No,3.33,No,3.33,12,20000,0.0,9,7,0.6451612903225806
2021,Male,20,2020,BCSE,3,Yes,No,4,1,Online,Yes,Yes,1,Basic,80,Yes,No,Yes,Web development,2,NETWORKING,Single,Yes,Bachelor,No,2.81,Yes,2.81,35,40000,0.0,4,6,0.24390243902439027
2022,Male,21,2019,BCSE,2,Yes,No,3,3,Offline,Yes,Yes,4,Intermediate,90,Yes,No,Yes,Data entry,0,Software,Single,Yes,Bachelor,Yes,2.18,No,2.08,11,35000,-0.10000000000000009,9,3,1.2903225806451613
2022,Male,21,2020,BCSE,1,No,Yes,4,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Communication,2,Software,Single,No,Family,No,0.0,No,0.0,0,30000,0.0,8,6,0.24390243902439027
2020,Male,23,2018,BCSE,8,No,Yes,0,3,Offline,Yes,No,3,Intermediate,70,No,No,No,Web development,6,Software,Single,No,Family,No,3.7,No,3.75,70,20000,0.04999999999999982,0,6,30.0
2018,Female,24,2016,BCSE,13,No,No,2,1,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Networking,2,Hardware,Engaged,No,Bachelor,Yes,3.62,No,3.0,140,62488,-0.6200000000000001,2,4,0.47619047619047616
2022,Male,20,2020,BCSE,3,No,Yes,2,2,Offline,Yes,Yes,3,Basic,87,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,3.18,Yes,3.18,11,35000,0.0,4,3,1.4285714285714286
2022,Female,21,2020,BCSE,1,Yes,Yes,3,2,Online,Yes,No,8,Basic,98,No,No,No,Programming,1,Software,Single,Yes,Family,Yes,3.55,Yes,3.59,11,100000,0.040000000000000036,6,4,2.5806451612903225
2020,Male,23,2020,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,2,Basic,100,No,No,No,Web development,6,Software,Single,Yes,Bachelor,No,3.58,No,3.75,23,15000,0.16999999999999993,8,10,0.48780487804878053
2022,Male,22,2020,BCSE,2,Yes,No,2,1,Offline,Yes,Yes,8,Basic,90,No,No,No,Programming,3,Software,Single,No,Bachelor,Yes,3.88,No,3.88,12,10000,0.0,2,5,3.8095238095238093
2022,Male,20,2020,BCSE,2,Yes,No,2,1,Offline,Yes,Yes,10,Basic,90,No,No,No,Programming,3,Software,Single,No,Bachelor,No,3.0,No,3.0,12,30000,0.0,2,5,4.761904761904762
2022,Male,20,2020,BCSE,2,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,95,No,Yes,Yes,Programming,2,Software,Single,Yes,Bachelor,No,4.0,No,4.0,11,40000,0.0,8,6,0.24390243902439027
2022,Male,22,2016,BCSE,2,Yes,Yes,2,2,Online,Yes,Yes,1,Basic,80,No,No,Yes,Programming,3,NETWORKING,Relationship,Yes,Family,No,3.97,No,3.97,11,30000,0.0,4,5,0.47619047619047616
2021,Male,22,2020,BCSE,3,Yes,Yes,3,2,Online,Yes,Yes,1,Intermediate,75,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.79,No,3.69,25,100000,-0.10000000000000009,6,5,0.3225806451612903
2019,Male,22,2018,BCSE,11,No,No,6,2,Offline,Yes,Yes,2,Intermediate,90,Yes,No,Yes,Web development,2,Software,Relationship,No,Bachelor,No,2.96,No,2.89,111,50000,-0.06999999999999984,12,8,0.3278688524590164
2021,Male,21,2020,BCSE,5,Yes,No,5,1,Offline,No,Yes,3,Intermediate,88,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,Yes,3.77,No,3.86,49,30000,0.08999999999999986,5,8,0.5882352941176471
2019,Male,25,2017,BCSE,11,No,No,1,1,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,4,Software,Single,No,Family,No,3.44,No,3.48,124,50000,0.040000000000000036,1,5,0.9090909090909091
2022,Male,19,2021,BCSE,1,Yes,No,4,3,Offline,Yes,Yes,3,Advance,100,No,No,Yes,Web development,1,Software,Single,No,Bachelor,Yes,0.0,No,0.0,0,40000,0.0,12,5,0.7317073170731708
2021,Female,21,2019,BCSE,3,Yes,Yes,2,2,Online,Yes,Yes,2,Intermediate,85,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.56,No,3.66,23,25000,0.10000000000000009,4,3,0.9523809523809523
2020,Male,19,2019,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.56,No,3.56,12,40000,0.0,6,4,0.3225806451612903
2021,Female,22,2020,BCSE,4,Yes,Yes,5,2,Offline,Yes,Yes,2,Intermediate,88,No,No,Yes,Programming,3,Software,Single,Yes,Family,No,2.48,No,2.74,23,35000,0.26000000000000023,10,8,0.3921568627450981
2022,Female,20,2020,BCSE,1,Yes,Yes,0,2,Online,Yes,Yes,3,Basic,97,No,No,No,No skills,1,Software,Single,No,Family,Yes,0.0,Yes,0.0,0,35000,0.0,0,1,30.0
2022,Male,20,2020,BCSE,2,Yes,Yes,1,1,Online,Yes,Yes,5,Basic,80,Yes,No,No,No Skill,0,Software,Single,No,Family,No,3.25,No,3.2,11,40000,-0.04999999999999982,1,1,4.545454545454545
2022,Male,19,2021,BCSE,1,Yes,No,4,2,Offline,Yes,Yes,5,Basic,85,No,No,Yes,No Skill,0,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,50000,0.0,8,4,1.2195121951219514
2021,Male,22,2019,BCSE,4,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,2,Data Science,Single,Yes,Family,No,3.7,No,3.4,39,50000,-0.30000000000000027,2,4,1.4285714285714286
2021,Female,20,2020,BCSE,4,Yes,No,1,1,Offline,Yes,No,2,Intermediate,100,No,No,No,Programming,0,Data Science,Single,No,Family,No,3.38,No,3.58,25,80000,0.20000000000000018,1,1,1.8181818181818181
2021,Male,21,2019,BCSE,4,Yes,No,1,2,Online,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,4,Software,Single,Yes,Bachelor,No,3.78,No,3.9,49,40000,0.1200000000000001,2,5,1.8181818181818181
2019,Female,24,2016,BCSE,10,No,No,4,2,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,2,Machine Learning,Single,No,Bachelor,No,3.4,No,3.5,106,20000,0.10000000000000009,8,6,0.7317073170731708
2019,Male,24,2017,BCSE,10,No,No,2,1,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,5,Software,Single,Yes,Family,No,2.58,No,2.93,106,65000,0.3500000000000001,2,7,1.4285714285714286
2020,Male,21,2019,BCSE,8,No,No,1,1,Online,Yes,Yes,1,Advance,85,No,No,Yes,Web development,1,NETWORKING,Relationship,No,Bachelor,Yes,3.96,No,3.7,85,25000,-0.2599999999999998,1,2,0.9090909090909091
2021,Female,21,2020,BCSE,3,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,88,No,No,No,Programming,2,Software,Single,No,Family,No,3.58,No,3.76,25,40000,0.17999999999999972,6,5,0.6451612903225806
2021,Male,20,2020,BCSE,3,Yes,No,2,2,Online,Yes,Yes,4,Intermediate,99,No,No,Yes,Programming,2,Software,Relationship,Yes,Bachelor,No,3.79,No,3.91,23,50000,0.1200000000000001,4,4,1.9047619047619047
2021,Male,21,2019,BCSE,5,No,No,1,2,Offline,Yes,Yes,1,Intermediate,94-98,No,Yes,Yes,Programming,1,Hardware,Single,Yes,Bachelor,No,2.17,No,3.06,44,15000,0.8900000000000001,2,2,0.9090909090909091
2021,Male,22,2020,BCSE,4,Yes,No,3,2,Offline,Yes,Yes,2,Intermediate,90,Yes,No,Yes,Web development,4,Software,Single,No,Bachelor,No,1.12,No,1.88,32,60000,0.7599999999999998,6,7,0.6451612903225806
2021,Female,21,2019,BCSE,3,Yes,Yes,4,3,Online,Yes,Yes,1,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Family,No,3.72,No,3.67,25,35000,-0.050000000000000266,12,6,0.24390243902439027
2022,Male,20,2020,BCSE,2,No,No,5,3,Offline,Yes,No,1,Basic,88,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.55,No,3.55,11,35000,0.0,15,7,0.19607843137254904
2020,Female,22,2018,BCSE,8,No,No,4,2,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,Software,Single,No,Family,No,2.83,No,2.82,65,25000,-0.010000000000000231,8,6,0.48780487804878053
2022,Female,20,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Networking,1,Software,Single,No,Family,Yes,3.88,No,3.88,11,35000,0.0,2,3,0.9523809523809523
2022,Male,21,2020,BCSE,2,Yes,No,1,1,Offline,Yes,Yes,4,Intermediate,90,No,No,No,Networking,2,Machine Learning,Single,Yes,Bachelor,Yes,4.0,No,4.0,12,25000,0.0,1,3,3.6363636363636362
2020,Female,21,2019,BCSE,8,No,Yes,3,1,Offline,Yes,Yes,3,Intermediate,97,No,No,No,Web development,1,Data Science,Single,Yes,Family,No,3.0,No,3.66,87,150000,0.6600000000000001,3,4,0.9677419354838709
2018,Male,26,2018,BCSE,12,No,Yes,8,2,Online,Yes,Yes,2,Intermediate,90,Yes,Yes,Yes,Web development,5,Software,Single,Yes,Bachelor,No,2.44,No,2.44,90,20000,0.0,16,13,0.2469135802469136
2021,Male,21,2020,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,1,Intermediate,98,No,No,Yes,Web development,1,Software,Single,No,Family,No,2.82,No,3.0,23,25000,0.18000000000000016,8,5,0.24390243902439027
2022,Female,21,2019,BCSE,2,Yes,Yes,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Programming,2,Software,Single,No,Family,No,3.9,No,3.9,11,50000,0.0,4,4,0.47619047619047616
2022,Male,21,2020,BCSE,2,Yes,No,5,1,Online,Yes,Yes,12,Basic,98,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,Yes,3.33,No,3.33,12,62488,0.0,5,7,2.3529411764705883
2022,Female,20,2020,BCSE,2,No,No,3,3,Offline,Yes,Yes,2,Basic,97,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.7,No,3.7,11,35000,0.0,9,5,0.6451612903225806
2022,Male,20,2020,BCSE,2,Yes,Yes,4,2,Offline,Yes,No,3,Intermediate,90,No,No,Yes,Web development,1,Software,Single,Yes,Family,No,3.98,No,3.98,11,25000,0.0,8,5,0.7317073170731708
2022,Female,21,2020,BCSE,1,Yes,No,2,2,Offline,Yes,No,1,Basic,100,No,No,No,Web development,1,Software,Single,No,Bachelor,No,3.4,No,3.8,11,60000,0.3999999999999999,4,3,0.47619047619047616
2022,Male,22,2019,BCSE,2,Yes,Yes,1,1,Online,Yes,Yes,2,Intermediate,70,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.81,No,3.81,11,400000,0.0,1,2,1.8181818181818181
2022,Female,23,2021,BCSE,2,Yes,Yes,1,2,Offline,Yes,No,3,Intermediate,90,No,No,No,Web development,0,Software,Engaged,Yes,Family,Yes,3.97,No,3.97,11,25000,0.0,2,1,2.727272727272727
2022,Male,20,2020,BCSE,2,Yes,Yes,8,2,Offline,Yes,Yes,8,Basic,90,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,3.33,No,3.33,12,30000,0.0,16,10,0.9876543209876544
2021,Female,21,2020,BCSE,3,Yes,No,3,1,Offline,Yes,No,3,Intermediate,70,No,No,Yes,Programming,5,Software,Single,No,Family,Yes,2.68,No,2.89,23,15000,0.20999999999999996,3,8,0.9677419354838709
2021,Female,20,2019,BCSE,2,No,No,3,2,Online,Yes,No,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,3.84,No,3.84,11,30000,0.0,6,4,0.6451612903225806
2021,Female,20,2016,BCSE,3,Yes,No,2,1,Offline,Yes,No,1,Advance,75,No,No,Yes,Programming,1,NETWORKING,Single,Yes,Family,No,3.54,No,3.69,25,20000,0.1499999999999999,2,3,0.47619047619047616
2021,Male,21,2020,BCSE,3,No,No,2,2,Offline,Yes,Yes,3,Intermediate,88,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,1.78,No,3.15,20,25000,1.3699999999999999,4,4,1.4285714285714286
2021,Male,19,2020,BCSE,3,Yes,Yes,2,1,Offline,Yes,Yes,3,Intermediate,90,No,No,No,Programming,1,NETWORKING,Single,Yes,Family,Yes,2.32,No,2.8,24,35000,0.48,2,3,1.4285714285714286
2022,Male,20,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,90,No,No,No,Programming,2,Software,Single,No,Bachelor,No,4.0,No,4.0,11,50000,0.0,3,5,0.9677419354838709
2022,Male,22,2019,BCSE,1,No,No,2,2,Online,Yes,Yes,2,Intermediate,95,No,No,Yes,"videography, video editing",2,Software,Single,Yes,Family,Yes,0.0,No,0.0,0,62488,0.0,4,4,0.9523809523809523
2022,Male,20,2020,BCSE,2,No,No,5,2,Offline,Yes,Yes,1,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.8,No,3.8,12,20000,0.0,10,7,0.19607843137254904
2021,Male,22,2019,BCSE,5,No,Yes,0,0,Online,Yes,Yes,3,Basic,100,No,No,No,Web development,6,Software,Single,No,Family,No,2.08,No,2.91,49,30000,0.8300000000000001,0,6,30.0
2022,Male,20,2020,BCSE,2,No,No,2,3,Offline,Yes,No,1,Basic,95,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.05,No,3.05,12,25000,0.0,6,4,0.47619047619047616
2022,Male,21,2020,BCSE,2,Yes,Yes,3,2,Online,Yes,Yes,5,Advance,90,No,No,Yes,Programming,0,Software,Single,Yes,Family,No,3.45,No,3.45,12,30000,0.0,6,3,1.6129032258064515
2022,Female,19,2020,BCSE,1,No,Yes,1,2,Offline,Yes,No,3,Basic,98,No,No,No,No skills,2,Software,Single,No,Family,No,0.0,No,0.0,0,20000,0.0,2,3,2.727272727272727
2022,Male,20,2020,BCSE,1,Yes,Yes,4,2,Offline,Yes,Yes,3,Basic,96,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,2.73,No,2.73,12,20000,0.0,8,6,0.7317073170731708
2018,Male,22,2018,BCSE,11,No,No,1,1,Offline,Yes,Yes,2,Intermediate,80,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,No,3.2,No,3.29,132,40000,0.08999999999999986,1,4,1.8181818181818181
2019,Female,20,2019,BCSE,8,Yes,No,6,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,2,Software,Single,Yes,Family,No,3.96,No,3.94,85,100000,-0.020000000000000018,12,8,0.3278688524590164
2020,Male,22,2019,BCSE,7,Yes,Yes,0,2,Offline,Yes,Yes,6,Intermediate,60,No,No,No,Nothing properly,0,Software,Single,No,Family,No,3.56,No,3.69,87,40000,0.1299999999999999,0,0,60.0
2022,Male,23,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,8,Basic,100,No,No,No,Networking,1,Software,Single,No,Family,No,0.0,No,0.0,0,40000,0.0,2,3,3.8095238095238093
2022,Female,19,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,1,Basic,100,No,No,No,Programming,1,Software,Single,Yes,Family,No,3.89,No,3.89,11,70000,0.0,2,3,0.47619047619047616
2022,Female,20,2020,BCSE,1,Yes,Yes,2,1,Offline,Yes,No,7,Intermediate,100,No,No,Yes,Networking,1,Software,Single,Yes,Family,No,0.0,No,0.0,0,15000,0.0,2,3,3.333333333333333
2021,Female,26,2014,BCSE,3,Yes,No,4,3,Offline,Yes,Yes,3,Basic,50,No,No,No,Programming,1,Software,Married,No,Family,No,3.89,No,3.36,23,80000,-0.5300000000000002,12,5,0.7317073170731708
2022,Male,20,2020,BCSE,2,Yes,Yes,3,1,Offline,Yes,Yes,2,Basic,10,No,No,No,Programming,1,Cyber Security,Single,No,Family,No,3.68,No,3.68,14,24000,0.0,3,4,0.6451612903225806
2022,Male,19,2020,BCSE,1,Yes,Yes,1,2,Online,Yes,Yes,3,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Family,No,0.0,No,0.0,0,20000,0.0,2,3,2.727272727272727
2022,Male,19,2020,BCSE,2,Yes,Yes,5,2,Offline,Yes,Yes,2,Intermediate,98,Yes,No,Yes,Programming,2,Software,Single,Yes,Family,No,2.93,No,2.93,11,35000,0.0,10,7,0.3921568627450981
2022,Male,20,2020,BCSE,2,Yes,No,4,3,Online,Yes,Yes,2,Basic,100,No,No,No,Programming,2,Software,Single,No,Family,No,3.81,No,3.81,12,50000,0.0,12,6,0.48780487804878053
2021,Female,19,2020,BCSE,2,No,Yes,3,2,Offline,Yes,No,2,Intermediate,98,No,No,No,Programming,1,Software,Single,No,Family,Yes,3.37,Yes,3.37,11,25000,0.0,6,4,0.6451612903225806
2022,Male,19,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Intermediate,100,Yes,No,Yes,Programming,1,confuse,Married,No,Family,No,3.25,No,3.25,10,62488,0.0,3,4,0.9677419354838709
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,3,Basic,85,No,No,No,Programming,2,Artificial Intelligence,Single,No,Family,No,2.89,No,2.89,11,30000,0.0,6,5,0.9677419354838709
2022,Male,22,2019,BCSE,2,No,No,2,1,Offline,Yes,Yes,3,Basic,95,Yes,No,No,Web development,1,Software,Engaged,Yes,Bachelor,Yes,1.45,No,1.45,11,40000,0.0,2,3,1.4285714285714286
2022,Male,20,2020,BCSE,2,No,Yes,2,2,Offline,Yes,No,4,Intermediate,98,No,No,Yes,No skill,2,Software,Single,No,Family,No,3.73,No,3.73,11,35000,0.0,4,4,1.9047619047619047
2022,Male,20,2020,BCSE,2,Yes,No,2,2,Offline,Yes,Yes,1,Intermediate,92,No,No,No,Web development,4,Software,Single,No,Bachelor,No,3.18,No,3.18,11,25000,0.0,4,6,0.47619047619047616
2018,Female,22,2017,BCSE,12,No,Yes,5,2,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Web development,1,Software,Single,Yes,Family,No,3.5,No,3.7,100,30000,0.20000000000000018,10,6,0.7843137254901962
2022,Male,19,2020,BCSE,2,Yes,No,1,1,Online,Yes,Yes,2,Basic,90,Yes,No,No,Programming,1,Software,Single,No,Bachelor,Yes,2.9,No,2.9,11,60000,0.0,1,2,1.8181818181818181
2022,Male,18,2020,BCSE,2,Yes,No,6,3,Offline,Yes,Yes,2,Basic,95,No,No,Yes,Web development,2,Software,Single,No,Family,No,3.48,No,3.48,12,25000,0.0,18,8,0.3278688524590164
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,Yes,4,Basic,95,Yes,No,No,Web development,3,Web developing,Single,No,Family,No,3.6,No,3.6,11,25000,0.0,6,6,1.2903225806451613
2021,Male,21,2019,BCSE,2,No,No,2,3,Online,Yes,Yes,2,Basic,90,No,No,Yes,Web development,4,Software,Single,No,Bachelor,No,3.13,No,3.17,11,40000,0.040000000000000036,6,6,0.9523809523809523
2021,Male,21,2019,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,1.42,No,1.42,5,50000,0.0,6,5,0.6451612903225806
2022,Male,19,2020,BCSE,2,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,88,No,No,Yes,Web development,2,Software,Single,No,Family,No,3.13,No,3.13,11,40000,0.0,2,4,0.47619047619047616
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Programming,1,Software,Single,No,Bachelor,No,3.85,No,3.85,12,30000,0.0,6,4,0.6451612903225806
2022,Male,21,2020,BCSE,2,Yes,Yes,4,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,3.6,No,3.6,11,35000,0.0,8,5,0.24390243902439027
2022,Female,18,2020,BCSE,2,Yes,No,2,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.54,No,3.54,11,14000,0.0,4,3,0.47619047619047616
2022,Male,20,2020,BCSE,2,Yes,No,1,1,Offline,Yes,Yes,4,Basic,88,No,No,No,Programming,3,Software,Single,No,Bachelor,No,3.54,No,3.55,11,62488,0.009999999999999787,1,4,3.6363636363636362
2022,Male,19,2020,BCSE,2,No,No,3,2,Online,Yes,Yes,4,Intermediate,95,Yes,No,No,Programming,6,Software,Single,No,Bachelor,No,2.1,No,2.1,12,10000,0.0,6,9,1.2903225806451613
2022,Male,20,2020,BCSE,2,Yes,No,3,2,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,2.5,No,2.5,12,25000,0.0,6,4,1.6129032258064515
2019,Male,24,2017,BCSE,11,Yes,No,7,1,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,5,Software,Relationship,Yes,Bachelor,No,3.31,No,3.76,139,30000,0.44999999999999973,7,12,0.14084507042253522
2022,Male,21,2020,BCSE,2,No,No,1,2,Online,Yes,Yes,4,Advance,85,No,No,Yes,Cyber security,0,Software,Single,No,Bachelor,No,3.75,No,3.75,12,50000,0.0,2,1,3.6363636363636362
2021,Male,21,2020,BCSE,2,Yes,No,6,3,Online,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,3,Software,Single,No,Bachelor,Yes,3.7,No,3.7,13,25000,0.0,18,9,0.3278688524590164
2021,Male,21,2020,BCSE,2,No,No,3,3,Online,Yes,Yes,1,Intermediate,97,No,No,Yes,Programming,3,Machine Learning,Single,No,Bachelor,Yes,3.5,No,3.5,13,33000,0.0,9,6,0.3225806451612903
2020,Female,20,2019,BCSE,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Basic,90,Yes,No,No,Programming,2,Hardware,Single,No,Family,No,3.7,No,3.7,11,60000,0.0,6,5,1.2903225806451613
2022,Male,20,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,3,Basic,70,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,3.24,No,3.24,11,40000,0.0,3,5,0.9677419354838709
2019,Female,22,2018,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,99,Yes,No,No,Programming,1,Software,Single,No,Family,No,2.3,No,2.8,113,60000,0.5,2,3,0.9523809523809523
2019,Female,22,2018,BCSE,12,No,No,2,1,Offline,Yes,No,3,Intermediate,70,No,No,No,Web development,2,Machine Learning,Engaged,No,Family,No,3.87,No,3.6,141,70000,-0.27,2,4,1.4285714285714286
2020,Male,22,2020,BCSE,3,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,37,No,No,Yes,Programming,1,Artificial Intelligence,Single,Yes,Family,No,3.24,Yes,3.5,27,25000,0.2599999999999998,6,4,1.2903225806451613
2021,Male,19,2020,BCSE,2,No,No,3,2,Offline,Yes,No,3,Basic,85,No,No,No,Programming,2,Software,Single,No,Family,No,3.65,No,3.65,11,62488,0.0,6,5,0.9677419354838709
2021,Male,21,2019,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,3.52,No,3.5,21,25000,-0.020000000000000018,8,6,0.7317073170731708
2022,Male,20,2020,BCSE,2,Yes,No,3,1,Offline,Yes,Yes,2,Basic,95,No,No,No,Programming,4,Software,Single,No,Bachelor,No,2.73,No,2.73,11,21000,0.0,3,7,0.6451612903225806
